#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas,,,,,,
A,132,12000,SUELDOS DEL GRUPO A1,58000,0,58000,16977.51,,,,,,
A,132,12001,SUELDOS DEL GRUPO A2,25000,0,25000,1842,,,,,,
A,132,12003,SUELDOS DEL GRUPO C1,79000,0,79000,33255.59,,,,,,
A,132,12004,SUELDOS DEL GRUPO C2,552000,0,552000,783766.51,,,,,,
A,132,12006,TRIENIOS,93000,0,93000,94546.54,,,,,,
A,132,12100,COMPLEMENTO DE DESTINO,445000,0,445000,405362.59,,,,,,
A,132,12101,COMPLEMENTO ESPECÍFICO,1409000,0,1409000,1343878.22,,,,,,
A,132,12103,OTROS COMPLEMENTOS,25000,0,25000,13330,,,,,,1
A,132,15000,PRODUCTIVIDAD,318000,0,318000,326914.86,,,,,,
A,132,15200,OTROS INCENTIVOS AL RENDIMIENTO,108000,0,108000,142302.4,,,,,,
A,132,15300,COMPLEMENTO DEDICACION ESPECIAL,28000,0,28000,30398.76,,,,,,
A,132,16000,SEGURIDAD SOCIAL,905000,-80000,825000,734682.6,,,,,,
A,132,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,7000,0,7000,6551.11,,,,,,
A,132,16204,ACCIÓN SOCIAL,18000,0,18000,28948.55,,,,,,
A,132,16205,SEGUROS,8500,0,8500,6937.51,,,,,,
A,132,16209,OTROS GASTOS SOCIALES,7500,0,7500,5584.57,,,,,,
A,132,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,30000,0,30000,18513.24,,,,,,
A,132,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,8000,0,8000,5629.26,,,,,,
A,132,21200,REP. MANT. Y CONSERVACION EDIFICIOS,1000,0,1000,905.83,,,,,,
A,132,21300,REPARACIONES MANTENIMIENTO Y CONSERVACION MAQUINARIA,3000,0,3000,2810.46,,,,,,
A,132,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,24000,14000,38000,31255.53,,,,,,
A,132,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,4000,0,4000,,,,,,,
A,132,22101,SUMINISTROS: AGUA,1000,0,1000,1116.4,,,,,,
A,132,22103,COMBUSTIBLES Y CARBURANTES,22000,0,22000,21631.23,,,,,,
A,132,22104,VESTUARIO,40000,-3560,36440,36364.3,,,,,,
A,132,22115,UTILES SEGURIDAD VIAL,18000,-14000,4000,1756.19,,,,,,
A,132,22118,UTILES,6000,0,6000,2821.44,,,,,,
A,132,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,8286.62,,,,,,
A,132,22201,POSTALES,7000,0,7000,7674.38,,,,,,
A,132,22637,GASTOS DIVERSOS SEGURIDAD CIUDADANA,14000,0,14000,12851.41,,,,,,
A,132,22715,CONTRATOS SERVICIO RETIRADA VEHICULOS VIA PUBLICA,12000,0,12000,4398.04,,,,,,
A,132,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,10359.22,,,,,,
