#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas
A,132,12000,SUELDOS DEL GRUPO A1,58000,0,58000,1109.05
A,132,12001,SUELDOS DEL GRUPO A2,25000,0,25000,0
A,132,12003,SUELDOS DEL GRUPO C1,79000,0,79000,1440.04
A,132,12004,SUELDOS DEL GRUPO C2,552000,0,552000,50187.1
A,132,12006,TRIENIOS,93000,0,93000,6662.93
A,132,12100,COMPLEMENTO DE DESTINO,445000,0,445000,29307.95
A,132,12101,COMPLEMENTO ESPECÍFICO,1409000,0,1409000,97600.22
A,132,12103,OTROS COMPLEMENTOS,25000,0,25000,940
A,132,15000,PRODUCTIVIDAD,318000,0,318000,23331.02
A,132,15200,OTROS INCENTIVOS AL RENDIMIENTO,108000,0,108000,21546.66
A,132,15300,COMPLEMENTO DEDICACION ESPECIAL,28000,0,28000,0
A,132,16000,SEGURIDAD SOCIAL,905000,0,905000,66324.33
A,132,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,7000,0,7000,590.45
A,132,16204,ACCIÓN SOCIAL,18000,0,18000,0
A,132,16205,SEGUROS,8500,0,8500,3292.38
A,132,16209,OTROS GASTOS SOCIALES,7500,0,7500,0
A,132,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,30000,0,30000,0
A,132,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,8000,0,8000,373.86
A,132,21200,REP. MANT. Y CONSERVACION EDIFICIOS,1000,0,1000,0
A,132,21300,REPARACIONES MANTENIMIENTO Y CONSERVACION MAQUINARIA,3000,0,3000,0
A,132,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,24000,0,24000,0
A,132,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,4000,0,4000,0
A,132,22101,SUMINISTROS: AGUA,1000,0,1000,0
A,132,22103,COMBUSTIBLES Y CARBURANTES,22000,0,22000,0
A,132,22104,VESTUARIO,40000,0,40000,0
A,132,22115,UTILES SEGURIDAD VIAL,18000,0,18000,0
A,132,22118,UTILES,6000,0,6000,0
A,132,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,572.11
A,132,22201,POSTALES,7000,0,7000,718.05
A,132,22637,GASTOS DIVERSOS SEGURIDAD CIUDADANA,14000,0,14000,0
A,132,22715,CONTRATOS SERVICIO RETIRADA VEHICULOS VIA PUBLICA,12000,0,12000,0
A,132,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,0
A,132,23120,DEL PERSONAL NO DIRECTIVO,1000,0,1000,0
A,132,45320,APORTACION AL CONSORCIO DE TRANSPORTES,243000,0,243000,0
A,132,61000,EDIFICIO DE SEGURIDAD,0,0,0,0
A,132,62400,ELEMENTOS DE TRANSPORTE,0,0,0,0
A,132,63302,PLAN MUNICIPAL DE SEGURIDAD Y CONTROL DEL TRÁFICO,0,0,0,0
A,132,63400,INVERSION DE REPOSICION EN ELEMENTOS DE TRANSPORTE,10000,0,10000,0
A,135,13000,RETRIBUCIONES BÁSICAS,170000,0,170000,11272.31
A,135,13002,OTRAS REMUNERACIONES,13000,0,13000,857.2
A,135,15000,PRODUCTIVIDAD,123000,0,123000,8107.56
A,135,16000,SEGURIDAD SOCIAL,94000,0,94000,7118.03
A,135,16204,ACCIÓN SOCIAL,5000,0,5000,0
A,135,16205,SEGUROS,500,0,500,194.01
A,135,16209,OTROS GASTOS SOCIALES,800,0,800,0
A,135,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,12500,0,12500,0
A,135,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,10000,0,10000,0
A,135,22103,COMBUSTIBLES Y CARBURANTES,4000,0,4000,0
A,135,22104,VESTUARIO,10000,0,10000,0
A,135,22111,"SUMINISTROS DE REPUESTOS MAQUINARIA, UTILLAJE Y ELEM.TPTE.",6500,0,6500,0
A,135,22118,UTILES,18000,0,18000,0
A,135,22502,TRIBUTOS AUTONÓMICOS SERVICIO PREVENCIÓN EXTINCIÓN INCENDIOS,1500000,0,1500000,736259.1
A,135,22690,GASTOS DIVERSOS,10700,0,10700,0
A,135,62301,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE.",0,0,0,0
A,135,62401,ELEMENTOS DE TRANSPORTE,0,0,0,0
A,2311,13000,RETRIBUCIONES BÁSICAS,513000,0,513000,32690.84
A,2311,13002,OTRAS REMUNERACIONES,107000,0,107000,5735.61
A,2311,15000,PRODUCTIVIDAD,67000,0,67000,4067.14
A,2311,15200,OTROS INCENTIVOS AL RENDIMIENTO,5000,0,5000,91.05
A,2311,16000,SEGURIDAD SOCIAL,212000,0,212000,15342.04
A,2311,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,4000,0,4000,286.17
A,2311,16204,ACCIÓN SOCIAL,6000,0,6000,160.04
A,2311,16205,SEGUROS,2400,0,2400,929.4
A,2311,16209,OTROS GASTOS SOCIALES,2100,0,2100,0
A,2311,20200,ARRENDAMIENTOS VIVIENDAS IVIMA,5000,0,5000,0
A,2311,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,19000,0,19000,748.3
A,2311,21200,REP. MANT. Y CONSERVACION EDIFICIOS,5000,0,5000,0
A,2311,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,237100,0,237100,1291.49
A,2311,22101,SUMINISTROS: AGUA,4500,0,4500,0
A,2311,22102,GAS,2600,0,2600,13.7
A,2311,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,378.81
A,2311,22201,POSTALES,10000,0,10000,1026.86
A,2311,22690,GASTOS DIVERSOS,20000,0,20000,0
A,2311,22718,MANTENIMIENTO ASCENSORES,1300,0,1300,0
A,2311,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,0
A,2311,22722,CONTRATO ESTANCIAS EN RESIDENCIA PRIVADA,125000,0,125000,2060.2
A,2311,22724,T.R.O.E.P.: SERVICIO TELEASISTENCIA,45000,0,45000,1702.93
A,2311,22725,TRABAJOS EMPRESAS Y PROF: PROGRAMA DE FAMILIA,124000,0,124000,3866.67
A,2311,22726,CONTRATO SERVICIO AYUDA A DOMICILIO,300000,0,300000,29690.86
A,2311,22727,T.R.O.E.P.:AUTONOMÍA PERSONAL,75000,0,75000,0
A,2311,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,20000,0,20000,0
A,2311,23300,OTRAS INDEMNIZACIONES,30000,0,30000,0
A,2311,48018,EMERGENCIA SOCIAL BASICA,300000,0,300000,3318.25
A,2311,48021,AYUDAS MEJORA HABITABILIDAD,12000,0,12000,0
A,2311,48023,SUBVENCIÓN COMEDOR SOCIAL,0,0,0,0
A,2311,63301,INV. EN ADAPTACIÓN Y MEJORA ACCESIBILIDAD INFRAESTRUCTURAS,0,0,0,0
A,2313,13000,RETRIBUCIONES BÁSICAS,109000,0,109000,7891.06
A,2313,13002,OTRAS REMUNERACIONES,27000,0,27000,2085.69
A,2313,15000,PRODUCTIVIDAD,13000,0,13000,982.91
A,2313,15200,OTROS INCENTIVOS AL RENDIMIENTO,3000,0,3000,308.95
A,2313,16000,SEGURIDAD SOCIAL,47000,0,47000,4755.24
A,2313,16204,ACCIÓN SOCIAL,3000,0,3000,0
A,2313,16205,SEGUROS,100,0,100,38.34
A,2313,16209,OTROS GASTOS SOCIALES,100,0,100,0
A,2313,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,9500,0,9500,561.08
A,2313,21200,REP. MANT. Y CONSERVACION EDIFICIOS,4000,0,4000,0
A,2313,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,3000,0,3000,0
A,2313,22101,SUMINISTROS: AGUA,650,0,650,0
A,2313,22200,SERVICIOS DE TELECOMUNICACIONES,3500,0,3500,167.25
A,2313,22606,"REUNIONES, CONFERENCIAS, CURSOS",2000,0,2000,0
A,2313,22612,PUNTO MUNICIPAL SOLIDARIO,2000,0,2000,0
A,2313,22616,PUNTO DE INFORMACIÓN ASOCIATIVA,2000,0,2000,0
A,2313,22617,PLAN DE IGUALDAD,5900,0,5900,0
A,2313,22624,PREVENCIÓN Y SENSIBILIZACIÓN,10000,0,10000,0
A,2313,22625,CONCILIACIÓN Y CORRESPONSABILIDAD,25000,0,25000,0
A,2313,22626,IGUALDAD DE OPORTUNIDADES,8000,0,8000,0
A,2313,22690,GASTOS DIVERSOS,9000,0,9000,318.21
A,2313,22718,MANTENIMIENTO ASCENSORES,1250,0,1250,0
A,2313,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,0
A,2313,48022,AYUDAS Y SUBVENCIONES A  ORGANIZACIONES VECINALES,50000,0,50000,0
A,241,13000,RETRIBUCIONES BÁSICAS,80000,0,80000,14746.43
A,241,13002,OTRAS REMUNERACIONES,24000,0,24000,1408.38
A,241,14300,OTRO PERSONAL,150000,120000,270000,52115.14
A,241,15000,PRODUCTIVIDAD,11000,0,11000,967.49
A,241,16000,SEGURIDAD SOCIAL,54000,0,54000,2969.85
A,241,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000,0,1000,95.69
A,241,16204,ACCIÓN SOCIAL,4000,0,4000,0
A,241,16205,SEGUROS,400,0,400,154.51
A,241,16209,OTROS GASTOS SOCIALES,400,0,400,0
A,241,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,11000,0,11000,486.19
A,241,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,29000,0,29000,0
A,241,22101,SUMINISTROS: AGUA,36500,0,36500,0
A,241,22102,GAS,2400,0,2400,0
A,241,22200,SERVICIOS DE TELECOMUNICACIONES,10800,0,10800,581.56
A,241,22201,POSTALES,5000,0,5000,513.42
A,241,22690,GASTOS DIVERSOS,10000,0,10000,0
A,241,22718,MANTENIMIENTO ASCENSORES,2500,0,2500,0
A,241,22719,MANTENIMIENTO CLIMATIZACION,8000,0,8000,0
A,241,22731,T.R.O.E.P.: PROGRAMA CUALIF.PROFES. PRA NUEVOS APRENDICES,0,46800,46800,0
A,241,22733,FOMENTO DEL EMPLEO,0,0,0,0
A,241,22734,T.R.O.E.P. CLUB DE EMPLEO,0,0,0,0
A,241,22751,T.R.O.E.P. EFQM,0,0,0,0
A,241,22754,T.R.O.E.P.: CENTRO DE EMPRENDEDORES,0,0,0,0
A,320,12004,SUELDOS DEL GRUPO C2,9000,0,9000,720.02
A,320,12006,TRIENIOS,3000,0,3000,238.95
A,320,12100,COMPLEMENTO DE DESTINO,6000,0,6000,444.1
A,320,12101,COMPLEMENTO ESPECÍFICO,5000,0,5000,391.4
A,320,13000,RETRIBUCIONES BÁSICAS,135000,0,135000,10299.02
A,320,13002,OTRAS REMUNERACIONES,18000,0,18000,1696.96
A,320,15000,PRODUCTIVIDAD,30000,0,30000,2844.47
A,320,16000,SEGURIDAD SOCIAL,64000,0,64000,4341.66
A,320,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2000,0,2000,159.46
A,320,16204,ACCIÓN SOCIAL,5000,0,5000,184.66
A,320,16205,SEGUROS,400,0,400,154.51
A,320,16209,OTROS GASTOS SOCIALES,300,0,300,0
A,320,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,1500,0,1500,74.89
A,320,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,0
A,320,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,17000,0,17000,0
A,320,22101,SUMINISTROS: AGUA,800,0,800,0
A,320,22200,SERVICIOS DE TELECOMUNICACIONES,4500,0,4500,170.67
A,320,22201,POSTALES,5000,0,5000,0
A,320,22699,OTROS GASTOS DIVERSOS,36000,0,36000,0
A,320,22718,MANTENIMIENTO ASCENSORES,2500,0,2500,0
A,320,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,0
A,320,22745,CONTRATO CAMPAMENTO URBANO,70000,0,70000,0
A,320,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,5000,0,5000,0
A,320,42200,CONVENIO UNED,20000,0,20000,0
A,320,48009,CONVENIO ABSENTISMO ESCOLAR,5000,0,5000,0
A,320,48019,PROGRAMA MUNICIPAL DE APOYO A LA ESCOLARIDAD,40000,0,40000,0
